Call_ID,Fecha,Agente_ID,Centro_Costo,Canal,Tiempo_Espera_Seg,Tiempo_Atencion_Seg,Tiempo_Total_Seg,Abandonada,Resuelta_Primer_Contacto
C03535,2025-01-01 12:00:00,A011,Créditos,Outbound,3,231,234,0,1
C03536,2025-03-19 09:00:00,A004,Tarjetas,Outbound,55,252,307,0,1
C03537,2025-02-03 12:00:00,A007,Créditos,Inbound,32,319,351,0,1
C03538,2025-02-09 08:00:00,A012,Banca_Personal,Inbound,24,302,326,1,1
C03539,2025-03-19 09:00:00,A013,Banca_Personal,Inbound,3,340,343,0,1
C03540,2025-03-09 02:00:00,A022,Banca_Personal,Inbound,11,164,175,0,1
C03541,2025-03-23 15:00:00,A012,Soporte_Digital,Inbound,2,283,285,0,0
C03542,2025-02-13 20:00:00,A016,Créditos,Outbound,8,293,301,0,1
C03543,2025-01-13 07:00:00,A006,Soporte_Digital,Outbound,22,201,223,0,1
C03544,2025-02-08 13:00:00,A014,Tarjetas,Outbound,33,258,291,0,1
C03545,2025-01-27 15:00:00,A019,Créditos,Inbound,11,298,309,0,1
C03546,2025-01-27 03:00:00,A016,Banca_Personal,Inbound,10,319,329,0,1
C03547,2025-02-18 15:00:00,A004,Tarjetas,Inbound,41,320,361,0,0
C03548,2025-02-09 05:00:00,A005,Tarjetas,Outbound,25,181,206,0,0
C03549,2025-02-04 13:00:00,A009,Créditos,Inbound,44,262,306,0,1
C03550,2025-03-15 18:00:00,A024,Banca_Personal,Inbound,64,208,272,0,1
C03551,2025-02-10 15:00:00,A003,Soporte_Digital,Inbound,30,299,329,0,1
C03552,2025-02-09 18:00:00,A022,Créditos,Inbound,15,274,289,0,0
C03553,2025-02-22 14:00:00,A010,Banca_Personal,Inbound,19,262,281,0,1
C03554,2025-02-09 15:00:00,A017,Tarjetas,Outbound,21,490,511,0,1
C03555,2025-02-09 07:00:00,A019,Créditos,Inbound,19,236,255,0,1
C03556,2025-02-20 04:00:00,A010,Tarjetas,Inbound,32,299,331,0,1
C03557,2025-03-30 23:00:00,A012,Banca_Personal,Inbound,25,328,353,0,0
C03558,2025-03-05 22:00:00,A023,Soporte_Digital,Inbound,10,321,331,0,1
C03559,2025-02-15 16:00:00,A007,Soporte_Digital,Inbound,7,334,341,0,1
C03560,2025-01-08 10:00:00,A018,Tarjetas,Inbound,22,321,343,0,1
C03561,2025-03-18 04:00:00,A019,Tarjetas,Inbound,1,280,281,0,1
C03562,2025-02-22 09:00:00,A015,Tarjetas,Outbound,52,300,352,0,1
C03563,2025-01-20 08:00:00,A007,Créditos,Inbound,13,260,273,0,1
C03564,2025-03-15 22:00:00,A012,Banca_Personal,Inbound,71,255,326,0,0
C03565,2025-02-21 06:00:00,A022,Tarjetas,Outbound,59,220,279,0,0
C03566,2025-02-06 20:00:00,A007,Tarjetas,Outbound,60,347,407,0,1
C03567,2025-02-25 12:00:00,A010,Tarjetas,Inbound,16,366,382,0,0
C03568,2025-03-10 22:00:00,A025,Soporte_Digital,Outbound,7,264,271,0,1
C03569,2025-02-09 08:00:00,A024,Tarjetas,Inbound,32,295,327,0,1
C03570,2025-02-08 12:00:00,A022,Banca_Personal,Inbound,37,395,432,0,0
C03571,2025-03-22 18:00:00,A020,Soporte_Digital,Inbound,7,367,374,0,1
C03572,2025-01-21 13:00:00,A010,Banca_Personal,Inbound,108,353,461,0,0
C03573,2025-03-06 10:00:00,A025,Soporte_Digital,Inbound,10,316,326,0,1
C03574,2025-03-24 01:00:00,A023,Soporte_Digital,Inbound,15,262,277,0,0
C03575,2025-02-15 14:00:00,A005,Créditos,Inbound,39,269,308,0,1
C03576,2025-03-18 01:00:00,A018,Soporte_Digital,Inbound,37,314,351,0,0
C03577,2025-02-01 18:00:00,A009,Soporte_Digital,Inbound,19,326,345,0,1
C03578,2025-01-03 01:00:00,A016,Banca_Personal,Outbound,18,241,259,0,1
C03579,2025-02-07 17:00:00,A007,Banca_Personal,Inbound,17,374,391,0,0
C03580,2025-01-24 11:00:00,A025,Tarjetas,Inbound,52,384,436,0,1
C03581,2025-02-02 14:00:00,A025,Créditos,Outbound,30,347,377,0,0
C03582,2025-03-27 00:00:00,A010,Soporte_Digital,Inbound,13,390,403,0,0
C03583,2025-03-18 07:00:00,A005,Créditos,Inbound,23,338,361,0,1
C03584,2025-01-25 07:00:00,A007,Tarjetas,Inbound,45,316,361,0,0
C03585,2025-02-24 23:00:00,A005,Créditos,Inbound,16,303,319,0,0
C03586,2025-01-10 19:00:00,A015,Soporte_Digital,Inbound,34,280,314,0,1
C03587,2025-03-29 15:00:00,A019,Banca_Personal,Outbound,15,299,314,0,0
C03588,2025-03-22 22:00:00,A010,Créditos,Inbound,8,237,245,0,1
C03589,2025-01-15 23:00:00,A008,Soporte_Digital,Inbound,18,294,312,0,0
C03590,2025-03-22 10:00:00,A024,Tarjetas,Inbound,30,229,259,0,1
C03591,2025-01-05 13:00:00,A009,Soporte_Digital,Inbound,106,251,357,1,1
C03592,2025-01-08 23:00:00,A011,Créditos,Inbound,24,373,397,0,0
C03593,2025-02-07 15:00:00,A022,Soporte_Digital,Outbound,20,370,390,0,1
C03594,2025-02-16 12:00:00,A002,Soporte_Digital,Inbound,14,249,263,1,1
C03595,2025-02-05 21:00:00,A003,Créditos,Inbound,28,352,380,0,1
C03596,2025-02-15 03:00:00,A013,Créditos,Inbound,22,264,286,0,1
C03597,2025-01-28 01:00:00,A011,Tarjetas,Inbound,18,260,278,0,1
C03598,2025-01-02 14:00:00,A010,Soporte_Digital,Outbound,13,383,396,0,1
C03599,2025-01-27 12:00:00,A015,Banca_Personal,Outbound,2,234,236,0,1
C03600,2025-02-13 04:00:00,A006,Créditos,Inbound,33,192,225,0,0
C03601,2025-01-02 11:00:00,A001,Soporte_Digital,Inbound,18,260,278,0,1
C03602,2025-02-26 17:00:00,A014,Banca_Personal,Inbound,7,263,270,1,1
C03603,2025-03-24 15:00:00,A018,Banca_Personal,Inbound,20,277,297,0,1
C03604,2025-01-07 21:00:00,A024,Soporte_Digital,Outbound,18,196,214,0,1
C03605,2025-03-20 07:00:00,A011,Soporte_Digital,Inbound,2,321,323,0,0
C03606,2025-01-02 06:00:00,A008,Soporte_Digital,Inbound,5,413,418,0,1
C03607,2025-01-01 10:00:00,A022,Banca_Personal,Inbound,6,318,324,0,0
C03608,2025-03-25 19:00:00,A003,Soporte_Digital,Inbound,77,286,363,1,1
C03609,2025-01-21 05:00:00,A014,Créditos,Inbound,32,340,372,0,1
C03610,2025-02-23 17:00:00,A002,Banca_Personal,Inbound,13,304,317,0,0
C03611,2025-03-02 07:00:00,A016,Créditos,Inbound,19,303,322,0,0
C03612,2025-03-22 23:00:00,A006,Créditos,Inbound,22,295,317,0,1
C03613,2025-03-23 19:00:00,A001,Soporte_Digital,Inbound,41,313,354,0,1
C03614,2025-03-19 03:00:00,A014,Créditos,Inbound,50,275,325,0,1
C03615,2025-03-03 05:00:00,A010,Soporte_Digital,Inbound,61,202,263,0,1
C03616,2025-02-26 22:00:00,A006,Banca_Personal,Inbound,19,410,429,0,1
C03617,2025-02-11 06:00:00,A009,Créditos,Inbound,15,331,346,0,0
C03618,2025-02-04 08:00:00,A007,Soporte_Digital,Inbound,8,257,265,0,1
C03619,2025-03-02 22:00:00,A025,Tarjetas,Inbound,64,321,385,0,1
C03620,2025-01-10 09:00:00,A002,Soporte_Digital,Inbound,55,232,287,0,1
C03621,2025-02-02 08:00:00,A011,Tarjetas,Inbound,42,322,364,0,1
C03622,2025-02-16 08:00:00,A014,Soporte_Digital,Inbound,58,344,402,0,1
C03623,2025-01-29 15:00:00,A005,Tarjetas,Inbound,15,361,376,0,0
C03624,2025-01-23 01:00:00,A009,Créditos,Inbound,29,334,363,0,0
C03625,2025-02-10 11:00:00,A007,Tarjetas,Outbound,57,288,345,0,0
C03626,2025-02-08 23:00:00,A025,Créditos,Outbound,45,361,406,0,1
C03627,2025-03-01 06:00:00,A014,Créditos,Outbound,50,266,316,0,1
C03628,2025-02-23 22:00:00,A016,Soporte_Digital,Inbound,36,317,353,0,1
C03629,2025-03-25 06:00:00,A022,Créditos,Inbound,30,256,286,0,0
C03630,2025-03-05 14:00:00,A016,Banca_Personal,Inbound,16,313,329,0,0
C03631,2025-01-29 06:00:00,A007,Tarjetas,Outbound,52,389,441,0,1
C03632,2025-01-02 15:00:00,A010,Soporte_Digital,Outbound,61,346,407,0,0
C03633,2025-02-16 01:00:00,A021,Créditos,Inbound,14,355,369,0,1
C03634,2025-02-05 04:00:00,A006,Tarjetas,Inbound,23,366,389,1,0
C03635,2025-03-14 15:00:00,A017,Tarjetas,Inbound,14,295,309,0,1
C03636,2025-01-19 14:00:00,A001,Banca_Personal,Inbound,42,247,289,0,0
C03637,2025-02-21 10:00:00,A002,Tarjetas,Inbound,70,188,258,1,0
C03638,2025-02-26 06:00:00,A014,Soporte_Digital,Outbound,32,234,266,0,0
C03639,2025-01-10 10:00:00,A004,Soporte_Digital,Inbound,31,307,338,0,1
C03640,2025-01-02 23:00:00,A009,Créditos,Inbound,100,178,278,0,1
C03641,2025-03-02 22:00:00,A023,Créditos,Outbound,30,310,340,1,1
C03642,2025-03-18 06:00:00,A006,Soporte_Digital,Inbound,35,329,364,0,1
C03643,2025-01-08 18:00:00,A017,Tarjetas,Inbound,58,206,264,0,0
C03644,2025-03-22 12:00:00,A021,Tarjetas,Inbound,27,352,379,0,1
C03645,2025-02-05 08:00:00,A011,Banca_Personal,Inbound,50,274,324,0,0
C03646,2025-03-26 16:00:00,A004,Créditos,Inbound,39,201,240,0,1
C03647,2025-02-22 04:00:00,A021,Tarjetas,Inbound,11,198,209,0,1
C03648,2025-02-28 21:00:00,A009,Tarjetas,Inbound,1,296,297,0,1
C03649,2025-02-10 18:00:00,A016,Créditos,Inbound,7,305,312,0,0
C03650,2025-03-09 04:00:00,A003,Soporte_Digital,Inbound,27,299,326,0,1
C03651,2025-02-12 08:00:00,A004,Tarjetas,Inbound,56,362,418,0,1
C03652,2025-03-20 09:00:00,A024,Banca_Personal,Inbound,23,303,326,0,0
C03653,2025-01-12 05:00:00,A003,Tarjetas,Inbound,23,265,288,0,0
C03654,2025-03-09 22:00:00,A013,Tarjetas,Inbound,19,280,299,0,0
C03655,2025-01-13 21:00:00,A019,Banca_Personal,Inbound,16,364,380,0,0
C03656,2025-03-27 03:00:00,A025,Soporte_Digital,Inbound,131,232,363,0,0
C03657,2025-03-07 14:00:00,A021,Banca_Personal,Inbound,30,309,339,0,0
C03658,2025-02-15 15:00:00,A001,Banca_Personal,Inbound,16,312,328,0,1
C03659,2025-03-12 15:00:00,A023,Créditos,Inbound,29,361,390,0,1
C03660,2025-03-02 05:00:00,A023,Tarjetas,Outbound,31,306,337,0,0
C03661,2025-01-10 03:00:00,A006,Soporte_Digital,Outbound,11,242,253,0,1
C03662,2025-01-03 04:00:00,A022,Tarjetas,Inbound,65,311,376,1,0
C03663,2025-03-15 05:00:00,A003,Soporte_Digital,Inbound,19,343,362,0,1
C03664,2025-03-03 10:00:00,A003,Banca_Personal,Inbound,63,308,371,0,0
C03665,2025-03-11 10:00:00,A016,Créditos,Inbound,17,365,382,0,0
C03666,2025-02-22 12:00:00,A010,Banca_Personal,Inbound,13,221,234,0,1
C03667,2025-01-30 23:00:00,A025,Tarjetas,Inbound,76,290,366,1,1
C03668,2025-01-17 21:00:00,A017,Créditos,Outbound,66,300,366,0,1
C03669,2025-01-03 23:00:00,A007,Créditos,Outbound,18,346,364,0,1
C03670,2025-03-19 05:00:00,A013,Tarjetas,Inbound,16,353,369,0,1
C03671,2025-03-27 13:00:00,A011,Soporte_Digital,Inbound,40,301,341,0,1
C03672,2025-02-21 05:00:00,A010,Créditos,Inbound,9,278,287,0,1
C03673,2025-03-07 07:00:00,A007,Soporte_Digital,Inbound,34,311,345,0,1
C03674,2025-01-17 02:00:00,A024,Soporte_Digital,Outbound,59,231,290,0,0
C03675,2025-03-16 15:00:00,A006,Soporte_Digital,Inbound,19,270,289,0,1
C03676,2025-01-30 02:00:00,A024,Créditos,Inbound,60,334,394,0,1
C03677,2025-02-20 00:00:00,A001,Banca_Personal,Inbound,54,321,375,0,1
C03678,2025-02-04 10:00:00,A017,Créditos,Inbound,36,260,296,0,0
C03679,2025-03-17 22:00:00,A025,Banca_Personal,Inbound,102,253,355,0,0
C03680,2025-01-15 12:00:00,A012,Créditos,Inbound,9,252,261,0,0
C03681,2025-02-23 06:00:00,A004,Banca_Personal,Inbound,9,256,265,0,1
C03682,2025-01-13 19:00:00,A003,Banca_Personal,Inbound,60,308,368,0,0
C03683,2025-02-17 22:00:00,A006,Créditos,Inbound,9,372,381,0,1
C03684,2025-03-23 16:00:00,A016,Soporte_Digital,Inbound,23,379,402,0,1
C03685,2025-02-01 21:00:00,A013,Soporte_Digital,Inbound,29,244,273,0,1
C03686,2025-01-31 04:00:00,A009,Banca_Personal,Inbound,58,319,377,0,0
C03687,2025-03-09 11:00:00,A011,Tarjetas,Outbound,27,316,343,0,1
C03688,2025-01-16 22:00:00,A020,Tarjetas,Inbound,7,312,319,0,1
C03689,2025-01-22 20:00:00,A025,Créditos,Inbound,40,241,281,0,1
C03690,2025-01-12 11:00:00,A021,Créditos,Outbound,42,255,297,0,1
C03691,2025-01-15 00:00:00,A013,Créditos,Outbound,26,320,346,0,0
C03692,2025-03-24 05:00:00,A023,Tarjetas,Outbound,20,276,296,0,1
C03693,2025-01-21 00:00:00,A019,Soporte_Digital,Inbound,52,305,357,0,1
C03694,2025-02-07 22:00:00,A003,Créditos,Inbound,34,239,273,0,0
C03695,2025-03-25 04:00:00,A012,Créditos,Inbound,24,270,294,0,0
C03696,2025-02-26 07:00:00,A019,Soporte_Digital,Outbound,57,219,276,0,0
C03697,2025-03-26 17:00:00,A008,Banca_Personal,Inbound,24,315,339,0,1
C03698,2025-03-15 02:00:00,A014,Créditos,Inbound,26,279,305,0,1
C03699,2025-01-05 12:00:00,A022,Tarjetas,Inbound,13,315,328,0,1
C03700,2025-01-14 15:00:00,A009,Tarjetas,Inbound,54,278,332,0,0
C03701,2025-03-16 23:00:00,A025,Créditos,Inbound,23,314,337,0,1
C03702,2025-01-14 02:00:00,A024,Tarjetas,Outbound,17,408,425,0,1
C03703,2025-02-17 06:00:00,A017,Soporte_Digital,Inbound,45,268,313,0,1
C03704,2025-02-02 12:00:00,A006,Banca_Personal,Inbound,12,329,341,0,1
C03705,2025-03-05 08:00:00,A004,Banca_Personal,Outbound,28,260,288,0,0
C03706,2025-01-07 11:00:00,A004,Créditos,Inbound,27,292,319,0,0
C03707,2025-03-04 08:00:00,A019,Créditos,Inbound,54,328,382,0,0
C03708,2025-03-13 20:00:00,A012,Banca_Personal,Inbound,24,316,340,0,1
C03709,2025-02-06 22:00:00,A025,Banca_Personal,Inbound,51,341,392,0,1
C03710,2025-01-31 01:00:00,A002,Créditos,Inbound,33,357,390,0,1
C03711,2025-02-08 00:00:00,A017,Tarjetas,Inbound,20,339,359,0,0
C03712,2025-02-06 06:00:00,A015,Créditos,Outbound,109,355,464,0,0
C03713,2025-01-01 12:00:00,A010,Soporte_Digital,Outbound,28,312,340,0,1
C03714,2025-01-21 17:00:00,A003,Créditos,Inbound,52,256,308,0,1
C03715,2025-03-15 04:00:00,A020,Créditos,Inbound,21,348,369,0,1
C03716,2025-02-16 13:00:00,A004,Créditos,Inbound,1,277,278,0,1
C03717,2025-02-19 18:00:00,A022,Créditos,Inbound,36,341,377,0,1
C03718,2025-03-25 12:00:00,A001,Créditos,Inbound,5,224,229,1,1
C03719,2025-03-10 15:00:00,A001,Créditos,Inbound,23,278,301,0,1
C03720,2025-03-08 06:00:00,A018,Tarjetas,Inbound,24,258,282,0,0
C03721,2025-03-04 02:00:00,A004,Créditos,Inbound,4,323,327,0,1
C03722,2025-01-06 22:00:00,A023,Banca_Personal,Inbound,26,265,291,0,0
C03723,2025-02-21 00:00:00,A022,Créditos,Inbound,22,299,321,0,1
C03724,2025-01-24 12:00:00,A015,Tarjetas,Inbound,20,291,311,0,1
C03725,2025-03-13 11:00:00,A025,Soporte_Digital,Inbound,17,361,378,0,1
C03726,2025-01-18 08:00:00,A023,Banca_Personal,Inbound,22,328,350,0,1
C03727,2025-03-19 00:00:00,A021,Créditos,Outbound,36,317,353,0,0
C03728,2025-03-13 13:00:00,A022,Créditos,Inbound,69,301,370,1,1
C03729,2025-02-27 22:00:00,A010,Banca_Personal,Inbound,33,253,286,0,0
C03730,2025-02-14 11:00:00,A025,Créditos,Inbound,42,247,289,0,1
C03731,2025-03-19 18:00:00,A017,Tarjetas,Inbound,11,316,327,0,1
C03732,2025-02-16 17:00:00,A025,Créditos,Inbound,77,215,292,1,1
C03733,2025-02-23 16:00:00,A022,Soporte_Digital,Inbound,7,297,304,0,0
C03734,2025-03-17 06:00:00,A012,Tarjetas,Inbound,48,306,354,1,1
C03735,2025-03-04 16:00:00,A020,Créditos,Inbound,8,215,223,0,0
C03736,2025-02-12 08:00:00,A012,Soporte_Digital,Inbound,2,296,298,0,1
C03737,2025-02-09 16:00:00,A016,Banca_Personal,Inbound,5,300,305,0,1
C03738,2025-01-03 23:00:00,A005,Tarjetas,Inbound,93,424,517,0,1
C03739,2025-03-12 10:00:00,A016,Créditos,Inbound,19,300,319,0,1
C03740,2025-02-23 19:00:00,A017,Créditos,Inbound,34,352,386,0,0
C03741,2025-02-26 00:00:00,A023,Banca_Personal,Inbound,21,326,347,0,1
C03742,2025-02-06 18:00:00,A015,Banca_Personal,Inbound,9,315,324,0,1
C03743,2025-01-06 18:00:00,A013,Tarjetas,Inbound,42,349,391,0,0
C03744,2025-03-04 16:00:00,A008,Tarjetas,Inbound,30,213,243,0,0
C03745,2025-01-31 12:00:00,A021,Tarjetas,Inbound,19,294,313,0,1
C03746,2025-03-14 20:00:00,A002,Créditos,Inbound,22,316,338,0,0
C03747,2025-01-18 15:00:00,A008,Créditos,Inbound,11,242,253,0,0
C03748,2025-03-08 07:00:00,A010,Tarjetas,Outbound,48,297,345,0,1
C03749,2025-01-17 05:00:00,A007,Créditos,Inbound,19,305,324,0,0
C03750,2025-01-15 05:00:00,A010,Banca_Personal,Outbound,31,289,320,0,1
C03751,2025-02-09 09:00:00,A025,Soporte_Digital,Inbound,13,246,259,0,0
C03752,2025-01-26 13:00:00,A004,Créditos,Inbound,5,254,259,0,1
C03753,2025-01-21 12:00:00,A011,Tarjetas,Inbound,30,280,310,0,1
C03754,2025-01-08 23:00:00,A009,Créditos,Inbound,29,323,352,0,1
C03755,2025-01-21 18:00:00,A004,Banca_Personal,Inbound,26,305,331,0,0
C03756,2025-02-04 05:00:00,A003,Tarjetas,Inbound,37,311,348,0,1
C03757,2025-03-14 07:00:00,A011,Soporte_Digital,Outbound,18,286,304,1,1
C03758,2025-02-22 08:00:00,A003,Tarjetas,Inbound,18,249,267,0,1
C03759,2025-03-24 00:00:00,A018,Tarjetas,Inbound,74,281,355,1,1
C03760,2025-01-10 10:00:00,A019,Tarjetas,Inbound,14,250,264,0,1
C03761,2025-02-28 02:00:00,A014,Créditos,Inbound,20,118,138,0,1
C03762,2025-02-04 00:00:00,A024,Soporte_Digital,Outbound,48,299,347,0,1
C03763,2025-03-03 09:00:00,A011,Banca_Personal,Inbound,39,284,323,0,0
C03764,2025-02-15 06:00:00,A024,Créditos,Inbound,23,374,397,0,0
C03765,2025-01-05 07:00:00,A002,Soporte_Digital,Inbound,21,341,362,1,1
C03766,2025-03-20 02:00:00,A002,Soporte_Digital,Outbound,16,328,344,0,0
C03767,2025-02-06 06:00:00,A002,Créditos,Inbound,38,240,278,0,1
C03768,2025-01-28 19:00:00,A010,Tarjetas,Outbound,32,361,393,0,0
C03769,2025-03-27 02:00:00,A023,Soporte_Digital,Inbound,10,308,318,0,0
C03770,2025-01-12 08:00:00,A015,Banca_Personal,Outbound,37,278,315,0,1
C03771,2025-02-12 21:00:00,A022,Créditos,Inbound,38,253,291,0,0
C03772,2025-02-13 19:00:00,A012,Soporte_Digital,Inbound,27,260,287,0,1
C03773,2025-03-07 13:00:00,A011,Banca_Personal,Inbound,24,284,308,0,0
C03774,2025-01-13 04:00:00,A017,Banca_Personal,Inbound,86,238,324,0,1
C03775,2025-03-29 17:00:00,A018,Banca_Personal,Inbound,23,302,325,0,1
C03776,2025-02-23 20:00:00,A014,Banca_Personal,Inbound,20,290,310,0,0
C03777,2025-01-13 19:00:00,A017,Créditos,Inbound,34,341,375,0,1
C03778,2025-02-10 16:00:00,A015,Banca_Personal,Inbound,16,291,307,0,1
C03779,2025-02-22 03:00:00,A012,Créditos,Inbound,27,190,217,0,0
C03780,2025-02-22 22:00:00,A016,Banca_Personal,Inbound,35,281,316,0,1
C03781,2025-03-05 05:00:00,A023,Banca_Personal,Inbound,75,232,307,0,1
C03782,2025-03-30 18:00:00,A006,Créditos,Inbound,28,264,292,0,1
C03783,2025-02-20 09:00:00,A002,Tarjetas,Inbound,37,243,280,0,0
C03784,2025-02-27 10:00:00,A002,Soporte_Digital,Inbound,18,425,443,0,0
C03785,2025-03-15 21:00:00,A016,Soporte_Digital,Inbound,42,279,321,1,0
C03786,2025-03-13 15:00:00,A002,Créditos,Inbound,45,343,388,0,1
C03787,2025-03-27 02:00:00,A008,Banca_Personal,Outbound,43,281,324,0,1
C03788,2025-02-03 03:00:00,A007,Créditos,Inbound,25,286,311,0,0
C03789,2025-02-07 08:00:00,A001,Banca_Personal,Inbound,27,271,298,0,1
C03790,2025-03-23 17:00:00,A004,Créditos,Inbound,27,258,285,0,1
C03791,2025-01-09 17:00:00,A011,Soporte_Digital,Inbound,10,259,269,0,1
C03792,2025-02-10 07:00:00,A020,Créditos,Outbound,35,322,357,1,0
C03793,2025-01-20 15:00:00,A007,Soporte_Digital,Inbound,10,296,306,0,1
C03794,2025-02-08 10:00:00,A018,Soporte_Digital,Inbound,28,379,407,0,0
C03795,2025-01-06 16:00:00,A004,Soporte_Digital,Outbound,25,286,311,0,0
C03796,2025-01-16 06:00:00,A017,Créditos,Inbound,51,283,334,0,1
C03797,2025-01-08 15:00:00,A011,Tarjetas,Inbound,24,302,326,0,0
C03798,2025-02-28 06:00:00,A011,Créditos,Outbound,65,336,401,0,1
C03799,2025-01-23 08:00:00,A020,Créditos,Inbound,22,306,328,0,0
C03800,2025-03-08 18:00:00,A011,Tarjetas,Inbound,10,380,390,0,1
C03801,2025-02-23 01:00:00,A015,Tarjetas,Inbound,4,454,458,0,1
C03802,2025-02-15 16:00:00,A014,Soporte_Digital,Inbound,68,349,417,1,1
C03803,2025-02-24 09:00:00,A017,Banca_Personal,Outbound,9,322,331,0,1
C03804,2025-02-08 03:00:00,A002,Banca_Personal,Inbound,25,179,204,0,1
C03805,2025-01-07 07:00:00,A018,Soporte_Digital,Inbound,12,383,395,0,0
C03806,2025-02-12 20:00:00,A016,Créditos,Inbound,44,373,417,0,1
C03807,2025-02-20 18:00:00,A012,Banca_Personal,Inbound,22,392,414,0,1
C03808,2025-03-24 09:00:00,A010,Créditos,Outbound,1,347,348,0,1
C03809,2025-01-12 06:00:00,A016,Tarjetas,Inbound,67,243,310,0,1
C03810,2025-02-19 10:00:00,A003,Tarjetas,Inbound,14,242,256,0,1
C03811,2025-01-20 03:00:00,A008,Soporte_Digital,Inbound,26,234,260,0,1
C03812,2025-01-05 08:00:00,A022,Créditos,Inbound,25,304,329,0,1
C03813,2025-03-13 06:00:00,A022,Soporte_Digital,Outbound,9,257,266,0,1
C03814,2025-01-19 01:00:00,A025,Banca_Personal,Inbound,47,351,398,0,0
C03815,2025-01-06 19:00:00,A024,Banca_Personal,Inbound,9,265,274,0,0
C03816,2025-03-04 06:00:00,A002,Banca_Personal,Inbound,68,280,348,0,0
C03817,2025-01-04 14:00:00,A022,Créditos,Outbound,27,315,342,0,1
C03818,2025-03-13 07:00:00,A001,Soporte_Digital,Inbound,21,271,292,0,1
C03819,2025-01-06 08:00:00,A014,Soporte_Digital,Inbound,25,245,270,0,0
C03820,2025-02-22 21:00:00,A025,Banca_Personal,Inbound,19,191,210,0,1
C03821,2025-03-08 17:00:00,A004,Soporte_Digital,Inbound,32,355,387,0,1
C03822,2025-01-28 21:00:00,A004,Tarjetas,Outbound,9,244,253,0,0
C03823,2025-01-07 04:00:00,A009,Tarjetas,Inbound,71,277,348,1,1
C03824,2025-02-11 00:00:00,A003,Tarjetas,Outbound,24,277,301,0,0
C03825,2025-02-05 11:00:00,A005,Tarjetas,Inbound,26,176,202,0,0
C03826,2025-03-02 16:00:00,A001,Soporte_Digital,Inbound,19,317,336,0,0
C03827,2025-01-27 03:00:00,A022,Tarjetas,Outbound,34,384,418,0,0
C03828,2025-03-04 04:00:00,A019,Tarjetas,Inbound,35,357,392,0,1
C03829,2025-03-27 04:00:00,A001,Tarjetas,Inbound,37,277,314,0,1
C03830,2025-02-06 19:00:00,A010,Tarjetas,Inbound,10,363,373,0,1
C03831,2025-03-16 12:00:00,A022,Tarjetas,Outbound,7,195,202,0,1
C03832,2025-01-11 09:00:00,A012,Créditos,Inbound,50,349,399,0,1
C03833,2025-02-09 11:00:00,A010,Créditos,Inbound,60,256,316,0,0
C03834,2025-02-10 14:00:00,A002,Tarjetas,Inbound,11,358,369,0,1
C03835,2025-02-25 05:00:00,A016,Tarjetas,Inbound,14,302,316,0,1
C03836,2025-02-10 23:00:00,A008,Soporte_Digital,Inbound,6,227,233,0,1
C03837,2025-02-07 00:00:00,A014,Tarjetas,Inbound,31,314,345,0,1
C03838,2025-03-30 05:00:00,A015,Banca_Personal,Outbound,18,300,318,1,1
C03839,2025-02-06 10:00:00,A016,Créditos,Inbound,8,314,322,0,1
C03840,2025-02-25 06:00:00,A011,Tarjetas,Inbound,4,251,255,0,1
C03841,2025-01-20 14:00:00,A012,Créditos,Outbound,14,229,243,0,1
C03842,2025-03-24 19:00:00,A002,Tarjetas,Inbound,21,336,357,0,1
C03843,2025-01-04 18:00:00,A004,Banca_Personal,Inbound,6,295,301,0,1
C03844,2025-01-23 01:00:00,A003,Tarjetas,Inbound,10,334,344,0,0
C03845,2025-01-28 12:00:00,A009,Créditos,Inbound,65,333,398,1,1
C03846,2025-01-31 18:00:00,A018,Créditos,Inbound,7,342,349,0,1
C03847,2025-02-06 07:00:00,A019,Créditos,Inbound,15,397,412,0,1
C03848,2025-03-12 06:00:00,A007,Soporte_Digital,Inbound,15,311,326,0,1
C03849,2025-01-08 23:00:00,A004,Créditos,Outbound,43,240,283,0,1
C03850,2025-03-24 18:00:00,A006,Tarjetas,Inbound,2,253,255,0,1
C03851,2025-01-15 08:00:00,A019,Banca_Personal,Inbound,41,282,323,0,1
C03852,2025-02-12 00:00:00,A001,Banca_Personal,Inbound,94,312,406,1,1
C03853,2025-01-09 10:00:00,A016,Tarjetas,Inbound,25,382,407,0,0
C03854,2025-01-24 20:00:00,A011,Soporte_Digital,Inbound,43,291,334,0,1
C03855,2025-01-08 23:00:00,A022,Tarjetas,Inbound,52,400,452,0,1
C03856,2025-03-27 12:00:00,A004,Créditos,Inbound,24,406,430,0,0
C03857,2025-03-21 17:00:00,A018,Soporte_Digital,Inbound,13,325,338,0,0
C03858,2025-03-13 12:00:00,A023,Tarjetas,Inbound,22,337,359,0,0
C03859,2025-01-13 22:00:00,A005,Soporte_Digital,Inbound,35,272,307,0,1
C03860,2025-03-29 15:00:00,A022,Banca_Personal,Inbound,15,400,415,0,1
C03861,2025-01-19 10:00:00,A006,Tarjetas,Inbound,1,261,262,0,1
C03862,2025-02-22 12:00:00,A025,Tarjetas,Outbound,10,372,382,0,1
C03863,2025-02-06 05:00:00,A002,Banca_Personal,Outbound,28,238,266,0,1
C03864,2025-01-25 08:00:00,A012,Soporte_Digital,Inbound,27,338,365,0,1
