Encuesta_ID,Call_ID,Fecha_Encuesta,Score_NPS,Tipo_Cliente
NPS00987,C00103,2025-02-17 08:00:00,8,Recurrente
NPS00988,C01731,2025-03-08 19:00:00,8,Recurrente
NPS00989,C08745,2025-02-24 08:00:00,5,Nuevo
NPS00990,C05099,2025-02-20 12:00:00,9,Premium
NPS00991,C07773,2025-03-30 09:00:00,9,Recurrente
NPS00992,C08823,2025-02-19 22:00:00,10,Nuevo
NPS00993,C06713,2025-01-19 10:00:00,6,Recurrente
NPS00994,C04890,2025-03-02 05:00:00,9,Nuevo
NPS00995,C03036,2025-03-21 11:00:00,6,Nuevo
NPS00996,C10695,2025-03-22 22:00:00,10,Nuevo
NPS00997,C13793,2025-02-18 17:00:00,7,Recurrente
NPS00998,C13863,2025-03-20 17:00:00,6,Premium
NPS00999,C00456,2025-03-12 02:00:00,9,Recurrente
NPS01000,C09141,2025-03-06 20:00:00,9,Recurrente
NPS01001,C13144,2025-01-23 21:00:00,7,Recurrente
NPS01002,C05235,2025-03-28 22:00:00,9,Nuevo
NPS01003,C11148,2025-03-20 05:00:00,9,Recurrente
NPS01004,C12793,2025-02-26 17:00:00,10,Nuevo
NPS01005,C03593,2025-02-07 15:00:00,9,Recurrente
NPS01006,C13944,2025-01-31 13:00:00,7,Recurrente
NPS01007,C09238,2025-03-29 05:00:00,8,Recurrente
NPS01008,C09902,2025-02-27 22:00:00,10,Nuevo
NPS01009,C06909,2025-02-03 17:00:00,9,Nuevo
NPS01010,C05613,2025-01-22 04:00:00,7,Nuevo
NPS01011,C07920,2025-03-28 22:00:00,6,Recurrente
NPS01012,C02752,2025-03-06 12:00:00,9,Nuevo
NPS01013,C05505,2025-01-30 06:00:00,6,Premium
NPS01014,C04032,2025-03-09 01:00:00,9,Recurrente
NPS01015,C12226,2025-01-26 13:00:00,8,Premium
NPS01016,C12625,2025-01-19 20:00:00,10,Premium
NPS01017,C04561,2025-02-11 09:00:00,9,Recurrente
NPS01018,C10623,2025-01-25 13:00:00,1,Premium
NPS01019,C06378,2025-02-18 20:00:00,10,Premium
NPS01020,C12311,2025-03-24 03:00:00,8,Nuevo
NPS01021,C12319,2025-01-13 16:00:00,10,Nuevo
NPS01022,C11324,2025-03-11 12:00:00,7,Recurrente
NPS01023,C03992,2025-03-10 09:00:00,8,Premium
NPS01024,C01581,2025-03-18 21:00:00,8,Nuevo
NPS01025,C01214,2025-01-01 21:00:00,7,Recurrente
NPS01026,C04070,2025-03-16 05:00:00,8,Premium
NPS01027,C00174,2025-03-20 12:00:00,6,Nuevo
NPS01028,C00051,2025-03-07 10:00:00,8,Premium
NPS01029,C04193,2025-02-12 07:00:00,10,Premium
NPS01030,C04465,2025-01-12 06:00:00,9,Recurrente
NPS01031,C10595,2025-03-20 16:00:00,10,Recurrente
NPS01032,C00400,2025-02-19 21:00:00,9,Premium
NPS01033,C00750,2025-03-11 13:00:00,6,Recurrente
NPS01034,C10653,2025-03-03 20:00:00,10,Nuevo
NPS01035,C05959,2025-01-29 09:00:00,10,Premium
NPS01036,C10392,2025-02-06 06:00:00,2,Premium
NPS01037,C05894,2025-01-19 06:00:00,9,Recurrente
NPS01038,C08344,2025-01-21 11:00:00,8,Recurrente
NPS01039,C03475,2025-02-08 07:00:00,9,Nuevo
NPS01040,C05307,2025-03-27 23:00:00,7,Premium
NPS01041,C03533,2025-01-04 17:00:00,9,Recurrente
NPS01042,C14226,2025-01-20 05:00:00,6,Nuevo
NPS01043,C08541,2025-03-27 17:00:00,9,Recurrente
NPS01044,C12685,2025-03-08 23:00:00,8,Nuevo
NPS01045,C12498,2025-02-27 21:00:00,5,Recurrente
NPS01046,C10058,2025-02-11 15:00:00,8,Premium
NPS01047,C12277,2025-01-30 20:00:00,5,Nuevo
NPS01048,C06254,2025-01-07 01:00:00,8,Recurrente
NPS01049,C07697,2025-02-10 04:00:00,7,Premium
NPS01050,C04112,2025-01-10 07:00:00,8,Nuevo
NPS01051,C01767,2025-02-28 11:00:00,6,Nuevo
NPS01052,C07624,2025-01-10 20:00:00,10,Recurrente
NPS01053,C05350,2025-01-05 02:00:00,9,Premium
NPS01054,C04953,2025-01-17 13:00:00,10,Premium
NPS01055,C05717,2025-02-11 03:00:00,6,Nuevo
NPS01056,C03602,2025-02-26 17:00:00,10,Recurrente
NPS01057,C06316,2025-01-10 20:00:00,8,Recurrente
NPS01058,C14243,2025-01-15 21:00:00,7,Premium
NPS01059,C13708,2025-03-19 21:00:00,9,Nuevo
NPS01060,C10878,2025-01-01 04:00:00,8,Nuevo
NPS01061,C05839,2025-02-12 17:00:00,6,Nuevo
NPS01062,C02922,2025-03-08 19:00:00,8,Premium
NPS01063,C05567,2025-03-01 09:00:00,10,Recurrente
NPS01064,C10171,2025-02-15 03:00:00,7,Nuevo
NPS01065,C03828,2025-03-04 04:00:00,7,Recurrente
NPS01066,C09566,2025-02-04 04:00:00,8,Premium
NPS01067,C03071,2025-03-01 08:00:00,6,Premium
NPS01068,C03775,2025-03-29 17:00:00,9,Recurrente
NPS01069,C08105,2025-03-02 22:00:00,8,Recurrente
NPS01070,C03345,2025-02-20 22:00:00,7,Premium
NPS01071,C07866,2025-01-07 21:00:00,10,Recurrente
NPS01072,C13811,2025-03-09 00:00:00,9,Premium
NPS01073,C02496,2025-01-23 13:00:00,9,Nuevo
NPS01074,C08109,2025-03-28 07:00:00,8,Nuevo
NPS01075,C05872,2025-03-04 17:00:00,5,Recurrente
NPS01076,C03207,2025-01-29 18:00:00,0,Nuevo
NPS01077,C05043,2025-01-18 18:00:00,9,Recurrente
NPS01078,C08162,2025-01-30 20:00:00,7,Nuevo
NPS01079,C02082,2025-01-18 16:00:00,9,Nuevo
NPS01080,C03064,2025-02-21 09:00:00,7,Nuevo
NPS01081,C14748,2025-01-06 15:00:00,7,Recurrente
NPS01082,C05101,2025-02-18 00:00:00,9,Recurrente
NPS01083,C14438,2025-01-17 00:00:00,6,Premium
NPS01084,C14622,2025-02-04 15:00:00,8,Premium
NPS01085,C07781,2025-01-25 22:00:00,9,Recurrente
NPS01086,C14936,2025-03-12 22:00:00,9,Recurrente
NPS01087,C01651,2025-03-04 06:00:00,8,Recurrente
NPS01088,C10562,2025-01-20 08:00:00,8,Recurrente
NPS01089,C04871,2025-02-13 13:00:00,0,Recurrente
NPS01090,C14985,2025-02-10 16:00:00,6,Recurrente
NPS01091,C00625,2025-03-10 22:00:00,7,Recurrente
NPS01092,C14540,2025-03-14 04:00:00,9,Recurrente
NPS01093,C12756,2025-03-23 16:00:00,6,Recurrente
NPS01094,C03446,2025-03-29 15:00:00,8,Nuevo
NPS01095,C09995,2025-02-03 08:00:00,7,Nuevo
NPS01096,C05031,2025-01-28 18:00:00,6,Premium
NPS01097,C09021,2025-03-21 11:00:00,7,Nuevo
NPS01098,C02678,2025-02-07 00:00:00,10,Nuevo
NPS01099,C08841,2025-01-08 03:00:00,9,Premium
NPS01100,C09489,2025-03-13 19:00:00,6,Recurrente
NPS01101,C08188,2025-02-10 14:00:00,8,Recurrente
NPS01102,C03911,2025-01-21 15:00:00,10,Recurrente
NPS01103,C03112,2025-01-07 09:00:00,7,Nuevo
NPS01104,C07376,2025-03-02 18:00:00,9,Nuevo
NPS01105,C00009,2025-02-12 13:00:00,9,Premium
NPS01106,C02797,2025-02-22 01:00:00,6,Nuevo
NPS01107,C02190,2025-03-21 03:00:00,8,Recurrente
NPS01108,C08388,2025-01-06 12:00:00,5,Nuevo
NPS01109,C02500,2025-02-02 17:00:00,8,Nuevo
NPS01110,C00451,2025-01-04 07:00:00,7,Premium
NPS01111,C10147,2025-03-09 13:00:00,9,Premium
NPS01112,C06867,2025-01-11 12:00:00,9,Recurrente
NPS01113,C04029,2025-01-02 05:00:00,8,Premium
NPS01114,C03403,2025-03-13 01:00:00,10,Premium
NPS01115,C14460,2025-02-24 00:00:00,9,Premium
NPS01116,C04348,2025-01-12 02:00:00,8,Premium
NPS01117,C02299,2025-01-28 12:00:00,6,Premium
NPS01118,C00182,2025-01-17 13:00:00,8,Nuevo
NPS01119,C14092,2025-03-05 16:00:00,7,Nuevo
NPS01120,C03316,2025-03-02 16:00:00,9,Premium
NPS01121,C14230,2025-03-14 06:00:00,8,Nuevo
NPS01122,C12550,2025-01-27 05:00:00,6,Recurrente
NPS01123,C05702,2025-01-04 09:00:00,9,Premium
NPS01124,C08619,2025-03-19 00:00:00,9,Recurrente
NPS01125,C14194,2025-03-15 14:00:00,9,Nuevo
NPS01126,C10885,2025-01-07 07:00:00,10,Recurrente
NPS01127,C01321,2025-01-18 19:00:00,8,Premium
NPS01128,C11674,2025-03-17 11:00:00,8,Premium
NPS01129,C10816,2025-02-04 11:00:00,10,Premium
NPS01130,C04591,2025-03-30 11:00:00,9,Recurrente
NPS01131,C11246,2025-03-12 20:00:00,6,Nuevo
NPS01132,C04722,2025-01-08 22:00:00,8,Premium
NPS01133,C13089,2025-03-01 05:00:00,8,Premium
NPS01134,C04130,2025-02-24 15:00:00,4,Nuevo
NPS01135,C00773,2025-03-29 06:00:00,10,Recurrente
NPS01136,C10339,2025-01-20 08:00:00,9,Nuevo
NPS01137,C13633,2025-02-13 22:00:00,6,Nuevo
NPS01138,C00285,2025-02-27 01:00:00,7,Nuevo
NPS01139,C10442,2025-02-27 09:00:00,0,Nuevo
NPS01140,C14652,2025-01-26 15:00:00,7,Premium
NPS01141,C06648,2025-02-06 16:00:00,1,Nuevo
NPS01142,C00327,2025-01-14 23:00:00,6,Premium
NPS01143,C08271,2025-01-28 17:00:00,9,Premium
NPS01144,C13941,2025-02-25 05:00:00,9,Premium
NPS01145,C10342,2025-01-25 15:00:00,7,Nuevo
NPS01146,C01492,2025-02-11 02:00:00,7,Nuevo
NPS01147,C05707,2025-03-22 12:00:00,8,Nuevo
NPS01148,C04099,2025-02-28 12:00:00,9,Nuevo
NPS01149,C05647,2025-01-08 11:00:00,9,Recurrente
NPS01150,C05514,2025-03-06 16:00:00,9,Nuevo
NPS01151,C06730,2025-01-11 21:00:00,9,Nuevo
NPS01152,C12429,2025-01-26 09:00:00,6,Premium
NPS01153,C11914,2025-02-13 17:00:00,8,Nuevo
NPS01154,C08061,2025-02-23 20:00:00,9,Nuevo
NPS01155,C14246,2025-03-05 06:00:00,8,Recurrente
NPS01156,C03044,2025-02-07 13:00:00,8,Nuevo
NPS01157,C04895,2025-03-13 02:00:00,9,Premium
NPS01158,C06792,2025-01-04 19:00:00,8,Recurrente
NPS01159,C08411,2025-03-17 01:00:00,8,Nuevo
NPS01160,C04547,2025-03-02 10:00:00,8,Premium
NPS01161,C02484,2025-02-28 07:00:00,1,Nuevo
NPS01162,C04963,2025-01-08 10:00:00,10,Recurrente
NPS01163,C14314,2025-03-26 01:00:00,10,Nuevo
NPS01164,C03548,2025-02-09 05:00:00,7,Nuevo
NPS01165,C04554,2025-02-14 23:00:00,9,Recurrente
NPS01166,C03014,2025-02-01 18:00:00,9,Recurrente
NPS01167,C08723,2025-01-15 11:00:00,10,Recurrente
NPS01168,C06126,2025-03-03 19:00:00,8,Nuevo
NPS01169,C01912,2025-03-28 02:00:00,9,Recurrente
NPS01170,C08911,2025-01-16 02:00:00,9,Nuevo
NPS01171,C11051,2025-02-27 06:00:00,8,Recurrente
NPS01172,C01936,2025-03-11 00:00:00,10,Recurrente
NPS01173,C04376,2025-03-04 02:00:00,10,Recurrente
NPS01174,C08787,2025-03-24 05:00:00,10,Premium
NPS01175,C03195,2025-03-05 14:00:00,7,Premium
NPS01176,C08350,2025-02-27 16:00:00,9,Nuevo
NPS01177,C04630,2025-03-20 10:00:00,9,Premium
NPS01178,C06844,2025-02-19 03:00:00,9,Recurrente
NPS01179,C00978,2025-03-26 10:00:00,7,Premium
NPS01180,C06683,2025-03-05 12:00:00,8,Nuevo
NPS01181,C14818,2025-01-13 05:00:00,1,Premium
NPS01182,C12964,2025-02-02 20:00:00,9,Premium
NPS01183,C10639,2025-02-04 03:00:00,9,Nuevo
NPS01184,C13107,2025-02-17 06:00:00,9,Recurrente
NPS01185,C09614,2025-01-22 17:00:00,10,Premium
NPS01186,C09202,2025-03-02 06:00:00,9,Recurrente
NPS01187,C09442,2025-01-24 13:00:00,9,Premium
NPS01188,C03456,2025-03-07 13:00:00,10,Premium
NPS01189,C08318,2025-01-24 00:00:00,10,Nuevo
NPS01190,C11472,2025-03-11 08:00:00,9,Premium
NPS01191,C09028,2025-02-09 12:00:00,10,Nuevo
NPS01192,C13100,2025-01-30 06:00:00,10,Recurrente
NPS01193,C03483,2025-01-15 02:00:00,9,Nuevo
NPS01194,C03326,2025-02-12 22:00:00,9,Premium
NPS01195,C10629,2025-03-17 06:00:00,7,Premium
NPS01196,C12824,2025-01-03 16:00:00,9,Recurrente
NPS01197,C03488,2025-01-01 18:00:00,9,Nuevo
NPS01198,C13821,2025-02-05 00:00:00,9,Recurrente
NPS01199,C11712,2025-03-27 01:00:00,8,Nuevo
NPS01200,C05206,2025-02-06 09:00:00,9,Recurrente
NPS01201,C14802,2025-02-02 04:00:00,8,Premium
NPS01202,C14855,2025-02-23 22:00:00,7,Nuevo
NPS01203,C09244,2025-03-09 21:00:00,8,Premium
NPS01204,C08969,2025-01-05 08:00:00,7,Premium
NPS01205,C05923,2025-01-28 22:00:00,8,Nuevo
NPS01206,C06046,2025-02-04 08:00:00,3,Recurrente
NPS01207,C06877,2025-03-08 03:00:00,7,Premium
NPS01208,C08257,2025-01-20 07:00:00,9,Recurrente
NPS01209,C03823,2025-01-07 04:00:00,3,Premium
NPS01210,C01434,2025-03-16 23:00:00,10,Nuevo
NPS01211,C12558,2025-03-24 18:00:00,7,Recurrente
NPS01212,C14146,2025-03-09 09:00:00,10,Recurrente
NPS01213,C03510,2025-02-09 03:00:00,8,Premium
NPS01214,C08531,2025-01-10 18:00:00,8,Recurrente
NPS01215,C11949,2025-02-17 15:00:00,9,Premium
NPS01216,C09645,2025-03-27 20:00:00,6,Recurrente
NPS01217,C09508,2025-03-29 21:00:00,2,Recurrente
NPS01218,C04342,2025-01-14 15:00:00,10,Recurrente
NPS01219,C05501,2025-03-05 08:00:00,9,Nuevo
NPS01220,C14396,2025-02-06 03:00:00,10,Nuevo
NPS01221,C12749,2025-01-04 12:00:00,8,Nuevo
NPS01222,C11733,2025-03-08 20:00:00,9,Recurrente
NPS01223,C01218,2025-01-12 20:00:00,4,Premium
NPS01224,C01311,2025-03-27 03:00:00,9,Premium
NPS01225,C09333,2025-01-21 02:00:00,6,Premium
NPS01226,C07291,2025-02-27 07:00:00,10,Nuevo
NPS01227,C04650,2025-03-05 09:00:00,7,Recurrente
NPS01228,C05415,2025-02-01 09:00:00,9,Recurrente
NPS01229,C11728,2025-03-25 04:00:00,9,Premium
NPS01230,C03486,2025-03-07 04:00:00,10,Premium
NPS01231,C00178,2025-02-09 20:00:00,9,Premium
NPS01232,C02352,2025-03-20 03:00:00,10,Recurrente
NPS01233,C07496,2025-03-30 08:00:00,6,Premium
NPS01234,C00458,2025-03-29 06:00:00,8,Nuevo
NPS01235,C05095,2025-02-25 11:00:00,6,Recurrente
NPS01236,C10826,2025-01-25 11:00:00,8,Recurrente
NPS01237,C01698,2025-01-11 03:00:00,10,Premium
NPS01238,C00064,2025-01-24 11:00:00,5,Recurrente
NPS01239,C11068,2025-02-14 15:00:00,6,Premium
NPS01240,C12272,2025-01-20 09:00:00,9,Nuevo
NPS01241,C06196,2025-01-29 00:00:00,8,Premium
NPS01242,C11101,2025-02-27 06:00:00,8,Recurrente
NPS01243,C12994,2025-01-03 14:00:00,10,Nuevo
NPS01244,C06680,2025-03-26 10:00:00,9,Premium
NPS01245,C08948,2025-01-31 02:00:00,6,Nuevo
NPS01246,C04982,2025-02-13 01:00:00,8,Recurrente
NPS01247,C06001,2025-03-01 00:00:00,9,Nuevo
NPS01248,C06138,2025-02-24 20:00:00,10,Recurrente
NPS01249,C10069,2025-03-14 12:00:00,8,Premium
NPS01250,C10298,2025-03-21 00:00:00,6,Nuevo
NPS01251,C04849,2025-03-13 20:00:00,9,Premium
NPS01252,C09544,2025-02-02 01:00:00,6,Nuevo
NPS01253,C06685,2025-01-25 05:00:00,10,Nuevo
NPS01254,C05291,2025-03-22 07:00:00,9,Recurrente
NPS01255,C08795,2025-02-22 03:00:00,6,Premium
NPS01256,C03493,2025-01-28 02:00:00,10,Nuevo
NPS01257,C11640,2025-02-11 07:00:00,9,Nuevo
NPS01258,C01685,2025-01-15 04:00:00,7,Premium
NPS01259,C12166,2025-03-20 18:00:00,9,Nuevo
NPS01260,C00796,2025-03-22 08:00:00,9,Premium
NPS01261,C07342,2025-01-25 08:00:00,10,Nuevo
NPS01262,C10784,2025-02-02 23:00:00,9,Recurrente
NPS01263,C06689,2025-02-10 15:00:00,9,Recurrente
NPS01264,C03388,2025-03-19 05:00:00,6,Recurrente
NPS01265,C07303,2025-01-27 05:00:00,10,Nuevo
NPS01266,C00634,2025-01-06 05:00:00,9,Nuevo
NPS01267,C00564,2025-03-29 12:00:00,6,Premium
NPS01268,C11889,2025-02-25 12:00:00,9,Premium
NPS01269,C04415,2025-01-20 00:00:00,9,Nuevo
NPS01270,C03107,2025-03-18 02:00:00,8,Nuevo
NPS01271,C08269,2025-03-16 17:00:00,9,Premium
NPS01272,C14398,2025-03-22 15:00:00,9,Premium
NPS01273,C01412,2025-01-01 13:00:00,10,Premium
NPS01274,C05021,2025-02-08 04:00:00,8,Premium
NPS01275,C08009,2025-03-20 14:00:00,8,Premium
NPS01276,C06097,2025-03-11 19:00:00,6,Nuevo
NPS01277,C04862,2025-03-04 12:00:00,7,Nuevo
NPS01278,C04360,2025-01-16 20:00:00,1,Nuevo
NPS01279,C13650,2025-03-24 03:00:00,10,Recurrente
NPS01280,C11697,2025-03-05 20:00:00,9,Recurrente
NPS01281,C14967,2025-02-23 02:00:00,1,Recurrente
NPS01282,C09626,2025-01-23 16:00:00,9,Recurrente
NPS01283,C07235,2025-02-16 21:00:00,9,Premium
NPS01284,C06106,2025-01-26 00:00:00,9,Premium
NPS01285,C06139,2025-02-19 20:00:00,9,Nuevo
NPS01286,C11663,2025-02-11 03:00:00,9,Premium
NPS01287,C12023,2025-03-15 21:00:00,7,Premium
NPS01288,C12651,2025-03-25 10:00:00,8,Recurrente
NPS01289,C11132,2025-02-25 15:00:00,9,Recurrente
NPS01290,C02956,2025-01-29 08:00:00,9,Nuevo
NPS01291,C06282,2025-02-08 08:00:00,7,Recurrente
NPS01292,C04607,2025-02-12 11:00:00,6,Recurrente
NPS01293,C06537,2025-02-03 14:00:00,9,Nuevo
NPS01294,C00408,2025-03-05 07:00:00,8,Premium
NPS01295,C09001,2025-01-04 17:00:00,6,Premium
NPS01296,C13827,2025-01-13 04:00:00,7,Recurrente
NPS01297,C03046,2025-02-19 15:00:00,9,Premium
NPS01298,C06809,2025-02-12 21:00:00,9,Nuevo
NPS01299,C07650,2025-03-29 22:00:00,1,Premium
NPS01300,C13694,2025-01-26 05:00:00,8,Recurrente
NPS01301,C12844,2025-03-18 16:00:00,8,Nuevo
NPS01302,C05921,2025-02-02 16:00:00,9,Recurrente
NPS01303,C04654,2025-02-15 18:00:00,9,Nuevo
NPS01304,C02406,2025-03-15 22:00:00,9,Premium
NPS01305,C09535,2025-02-13 18:00:00,9,Premium
NPS01306,C02877,2025-02-14 06:00:00,7,Recurrente
NPS01307,C09297,2025-02-24 12:00:00,10,Premium
NPS01308,C07815,2025-03-11 16:00:00,9,Nuevo
NPS01309,C05703,2025-01-04 14:00:00,7,Premium
NPS01310,C10714,2025-02-23 02:00:00,6,Recurrente
NPS01311,C00684,2025-01-31 03:00:00,8,Nuevo
NPS01312,C04748,2025-01-21 12:00:00,6,Nuevo
NPS01313,C01079,2025-03-24 13:00:00,10,Recurrente
NPS01314,C14199,2025-01-30 23:00:00,9,Premium
NPS01315,C09346,2025-01-19 15:00:00,3,Recurrente
NPS01316,C13905,2025-03-11 03:00:00,8,Nuevo
NPS01317,C03707,2025-03-04 08:00:00,9,Nuevo
NPS01318,C13992,2025-03-25 04:00:00,9,Nuevo
NPS01319,C12167,2025-03-25 19:00:00,1,Recurrente
NPS01320,C13080,2025-02-03 09:00:00,7,Recurrente
NPS01321,C00748,2025-03-24 02:00:00,9,Recurrente
NPS01322,C04408,2025-02-08 00:00:00,10,Recurrente
NPS01323,C07682,2025-01-16 23:00:00,8,Premium
NPS01324,C12692,2025-02-27 18:00:00,10,Premium
NPS01325,C07714,2025-02-02 09:00:00,9,Nuevo
NPS01326,C04820,2025-03-13 18:00:00,0,Nuevo
NPS01327,C00591,2025-03-18 12:00:00,8,Premium
NPS01328,C06827,2025-02-15 22:00:00,7,Recurrente
NPS01329,C02021,2025-03-23 12:00:00,6,Nuevo
NPS01330,C06182,2025-02-07 10:00:00,7,Premium
NPS01331,C11080,2025-02-06 02:00:00,10,Nuevo
NPS01332,C06851,2025-03-11 00:00:00,4,Premium
NPS01333,C08904,2025-02-22 07:00:00,0,Recurrente
NPS01334,C07108,2025-03-17 13:00:00,8,Recurrente
NPS01335,C06432,2025-02-14 09:00:00,10,Premium
NPS01336,C11981,2025-01-10 00:00:00,9,Recurrente
NPS01337,C02450,2025-03-20 17:00:00,2,Nuevo
NPS01338,C01945,2025-03-22 09:00:00,6,Nuevo
NPS01339,C11357,2025-03-10 18:00:00,7,Premium
NPS01340,C05986,2025-01-25 02:00:00,8,Premium
NPS01341,C09469,2025-03-14 14:00:00,9,Nuevo
NPS01342,C13087,2025-01-07 08:00:00,9,Premium
NPS01343,C00474,2025-01-23 11:00:00,3,Premium
NPS01344,C02596,2025-01-29 23:00:00,6,Premium
NPS01345,C11718,2025-03-29 06:00:00,10,Premium
NPS01346,C03903,2025-03-27 15:00:00,8,Recurrente
NPS01347,C06215,2025-02-13 17:00:00,9,Premium
NPS01348,C08998,2025-03-01 01:00:00,8,Nuevo
NPS01349,C09394,2025-02-28 16:00:00,8,Recurrente
NPS01350,C12642,2025-02-01 09:00:00,10,Nuevo
NPS01351,C13871,2025-03-08 17:00:00,7,Recurrente
NPS01352,C11062,2025-02-25 15:00:00,9,Recurrente
NPS01353,C08178,2025-01-31 11:00:00,8,Premium
NPS01354,C11020,2025-02-27 15:00:00,9,Recurrente
NPS01355,C09055,2025-01-17 16:00:00,8,Nuevo
NPS01356,C02096,2025-03-05 05:00:00,7,Recurrente
NPS01357,C05100,2025-03-19 05:00:00,9,Premium
NPS01358,C02928,2025-01-30 03:00:00,10,Recurrente
NPS01359,C00587,2025-01-22 19:00:00,8,Premium
NPS01360,C05386,2025-01-18 20:00:00,9,Premium
NPS01361,C11656,2025-01-07 03:00:00,6,Recurrente
NPS01362,C01845,2025-02-23 12:00:00,8,Recurrente
NPS01363,C11606,2025-01-23 02:00:00,8,Premium
NPS01364,C14723,2025-03-10 16:00:00,10,Recurrente
NPS01365,C12695,2025-01-03 07:00:00,7,Nuevo
NPS01366,C14701,2025-03-30 12:00:00,9,Premium
NPS01367,C04639,2025-03-02 15:00:00,7,Recurrente
NPS01368,C02237,2025-01-23 22:00:00,8,Recurrente
NPS01369,C10364,2025-01-06 01:00:00,10,Premium
NPS01370,C07223,2025-01-28 13:00:00,10,Premium
NPS01371,C05108,2025-02-26 15:00:00,7,Recurrente
NPS01372,C10495,2025-03-01 17:00:00,8,Recurrente
NPS01373,C08299,2025-03-12 13:00:00,8,Nuevo
NPS01374,C11814,2025-02-24 21:00:00,2,Recurrente
NPS01375,C14170,2025-02-13 19:00:00,7,Recurrente
NPS01376,C14942,2025-02-01 19:00:00,4,Nuevo
NPS01377,C10237,2025-03-16 16:00:00,9,Premium
NPS01378,C09954,2025-02-04 08:00:00,10,Nuevo
NPS01379,C04829,2025-01-05 19:00:00,6,Premium
NPS01380,C05816,2025-03-07 04:00:00,9,Nuevo
NPS01381,C11318,2025-03-20 17:00:00,8,Recurrente
NPS01382,C04792,2025-02-20 07:00:00,7,Nuevo
NPS01383,C09989,2025-01-25 14:00:00,5,Premium
NPS01384,C06919,2025-02-23 21:00:00,9,Premium
NPS01385,C00994,2025-01-05 11:00:00,6,Premium
NPS01386,C03996,2025-01-20 00:00:00,9,Nuevo
NPS01387,C04960,2025-03-21 20:00:00,10,Nuevo
NPS01388,C03188,2025-02-25 17:00:00,6,Recurrente
NPS01389,C01922,2025-01-19 16:00:00,7,Recurrente
NPS01390,C06348,2025-03-10 17:00:00,6,Premium
NPS01391,C06135,2025-03-06 11:00:00,7,Recurrente
NPS01392,C12271,2025-03-11 11:00:00,7,Premium
NPS01393,C04827,2025-03-03 05:00:00,9,Nuevo
NPS01394,C00812,2025-01-24 22:00:00,9,Nuevo
NPS01395,C10585,2025-03-11 00:00:00,10,Recurrente
NPS01396,C07029,2025-02-16 20:00:00,2,Recurrente
NPS01397,C06073,2025-03-15 18:00:00,4,Premium
NPS01398,C08331,2025-01-12 11:00:00,8,Nuevo
NPS01399,C14822,2025-02-03 10:00:00,3,Nuevo
NPS01400,C07530,2025-01-31 09:00:00,7,Nuevo
NPS01401,C14084,2025-03-04 04:00:00,9,Premium
NPS01402,C06960,2025-02-10 18:00:00,8,Nuevo
NPS01403,C07924,2025-03-11 21:00:00,8,Premium
NPS01404,C07540,2025-02-10 21:00:00,8,Premium
NPS01405,C09951,2025-01-07 11:00:00,6,Recurrente
NPS01406,C13824,2025-02-03 00:00:00,6,Recurrente
NPS01407,C04058,2025-01-21 02:00:00,7,Premium
NPS01408,C01663,2025-03-01 07:00:00,8,Premium
NPS01409,C14814,2025-02-14 12:00:00,9,Recurrente
NPS01410,C05853,2025-02-09 23:00:00,9,Recurrente
NPS01411,C05059,2025-03-14 10:00:00,9,Premium
NPS01412,C11931,2025-01-01 00:00:00,9,Nuevo
NPS01413,C08952,2025-03-24 10:00:00,10,Nuevo
NPS01414,C08939,2025-03-04 14:00:00,9,Recurrente
NPS01415,C13766,2025-03-24 03:00:00,10,Recurrente
NPS01416,C03496,2025-02-25 18:00:00,8,Recurrente
NPS01417,C11902,2025-03-03 15:00:00,9,Recurrente
NPS01418,C09773,2025-01-07 23:00:00,9,Nuevo
NPS01419,C12018,2025-01-20 08:00:00,6,Nuevo
NPS01420,C02309,2025-01-21 01:00:00,8,Recurrente
NPS01421,C07517,2025-01-09 14:00:00,9,Nuevo
NPS01422,C06352,2025-01-17 03:00:00,10,Premium
NPS01423,C01656,2025-03-19 20:00:00,6,Recurrente
NPS01424,C05847,2025-02-01 04:00:00,9,Recurrente
NPS01425,C13398,2025-01-03 02:00:00,8,Premium
NPS01426,C08695,2025-02-03 23:00:00,9,Premium
NPS01427,C08571,2025-01-17 16:00:00,9,Premium
NPS01428,C05334,2025-01-10 02:00:00,10,Premium
NPS01429,C06959,2025-03-08 04:00:00,10,Recurrente
NPS01430,C13911,2025-01-31 03:00:00,0,Premium
NPS01431,C14019,2025-03-28 01:00:00,7,Premium
NPS01432,C02955,2025-01-08 12:00:00,10,Premium
NPS01433,C07976,2025-01-21 05:00:00,7,Recurrente
NPS01434,C14588,2025-01-10 15:00:00,8,Recurrente
NPS01435,C11692,2025-01-12 06:00:00,9,Nuevo
NPS01436,C12375,2025-03-13 03:00:00,6,Premium
NPS01437,C04097,2025-02-15 14:00:00,2,Premium
NPS01438,C02127,2025-01-19 14:00:00,7,Nuevo
NPS01439,C09051,2025-01-14 20:00:00,6,Nuevo
NPS01440,C13751,2025-03-29 23:00:00,9,Recurrente
NPS01441,C08671,2025-03-04 22:00:00,8,Premium
NPS01442,C10592,2025-03-02 07:00:00,8,Premium
NPS01443,C05555,2025-02-18 17:00:00,7,Premium
NPS01444,C03843,2025-01-04 18:00:00,10,Premium
NPS01445,C08179,2025-02-03 07:00:00,6,Premium
NPS01446,C09791,2025-03-11 17:00:00,9,Nuevo
